Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,5,18,6,848,830,1217,1055,B6,123,N516JB,329,265,168,82,18,JFK,DEN,1626,6,35,0,,0,18,0,64,0,0
2006,5,18,6,2226,2015,133,2235,B6,97,N556JB,307,260,158,178,131,JFK,DEN,1626,11,18,0,,0,10,0,47,0,121
2006,5,18,6,1119,1100,1423,1355,B6,1,N548JB,184,175,148,28,19,JFK,FLL,1069,5,31,0,,0,4,0,9,0,15
2006,5,18,6,2317,2120,201,15,B6,11,N562JB,164,175,142,106,117,JFK,FLL,1069,3,19,0,,0,23,0,0,0,83
2006,5,18,6,1627,1525,1920,1830,B6,15,N569JB,173,185,147,50,62,JFK,FLL,1069,3,23,0,,0,10,0,0,0,40
2006,5,18,6,625,625,905,915,B6,17,N506JB,160,170,143,-10,0,JFK,FLL,1069,2,15,0,,0,0,0,0,0,0
2006,5,18,6,923,800,1230,1105,B6,19,N627JB,187,185,157,85,83,JFK,FLL,1069,2,28,0,,0,0,0,2,0,83
2006,5,18,6,737,720,1023,1020,B6,25,N520JB,166,180,145,3,17,JFK,FLL,1069,3,18,0,,0,0,0,0,0,0
2006,5,18,6,1328,1310,1606,1600,B6,3,N533JB,158,170,147,6,18,JFK,FLL,1069,2,9,0,,0,0,0,0,0,0
2006,5,18,6,926,930,1234,1235,B6,39,N522JB,188,185,143,-1,-4,JFK,FLL,1069,4,41,0,,0,0,0,0,0,0
2006,6,18,6,2043,1945,2328,2300,B6,47,N598JB,165,195,143,28,58,JFK,FLL,1069,3,19,0,,0,9,0,0,0,19
2006,6,18,6,1809,1730,2116,2030,B6,49,N589JB,187,180,146,46,39,JFK,FLL,1069,3,38,0,,0,23,0,7,0,16
2006,6,18,6,1823,1820,2148,2135,B6,801,N503JB,205,195,146,13,3,JFK,FLL,1069,5,54,0,,0,0,0,0,0,0
2006,6,18,6,2315,2200,155,55,B6,803,N586JB,160,175,139,60,75,JFK,FLL,1069,2,19,0,,0,0,0,0,0,60
2006,6,18,6,1640,1420,1928,1720,B6,81,N507JB,168,180,145,128,140,JFK,FLL,1069,4,19,0,,0,82,0,0,0,46
2006,6,18,6,656,655,NA,940,B6,191,N579JB,NA,345,NA,NA,1,JFK,LAS,2248,0,15,0,,1,0,0,0,0,0
2006,6,18,6,1147,1145,NA,1425,B6,193,N595JB,NA,340,NA,NA,2,JFK,LAS,2248,0,19,0,,1,0,0,0,0,0
2006,6,18,6,1938,1910,NA,2210,B6,195,N544JB,NA,360,NA,NA,28,JFK,LAS,2248,0,32,0,,1,0,0,0,0,0
2006,6,18,6,951,920,NA,1200,B6,197,N590JB,NA,340,NA,NA,31,JFK,LAS,2248,0,56,0,,1,0,0,0,0,0
2006,6,18,6,758,720,NA,1035,B6,205,N550JB,NA,375,NA,NA,38,JFK,LGB,2465,0,24,0,,1,0,0,0,0,0
2006,6,18,6,1200,1155,NA,1505,B6,209,N517JB,NA,370,NA,NA,5,JFK,LGB,2465,0,25,0,,1,0,0,0,0,0
2006,6,18,6,1621,1610,NA,1925,B6,215,N615JB,NA,375,NA,NA,11,JFK,LGB,2465,0,16,0,,1,0,0,0,0,0
2006,6,18,6,1922,1825,NA,2150,B6,217,N516JB,NA,385,NA,NA,57,JFK,LGB,2465,0,31,0,,1,0,0,0,0,0
2006,6,18,6,1731,1710,NA,2025,B6,219,N581JB,NA,375,NA,NA,21,JFK,LGB,2465,0,16,0,,1,0,0,0,0,0
2006,6,18,6,911,850,NA,1205,B6,221,N585JB,NA,375,NA,NA,21,JFK,LGB,2465,0,47,0,,1,0,0,0,0,0
2006,6,18,6,717,700,1005,950,B6,1051,N197JB,168,170,140,15,17,JFK,MCO,944,7,21,0,,0,15,0,0,0,0
2006,6,18,6,550,550,822,830,B6,149,N593JB,152,160,130,-8,0,JFK,MCO,944,7,15,0,,0,0,0,0,0,0
2006,6,18,6,1012,1010,1307,1250,B6,151,N537JB,175,160,135,17,2,JFK,MCO,944,7,33,0,,0,0,0,17,0,0
2006,6,18,6,1718,1640,1958,1930,B6,153,N537JB,160,170,136,28,38,JFK,MCO,944,7,17,0,,0,4,0,0,0,24
2006,6,18,6,1404,1400,1644,1645,B6,31,N526JB,160,165,138,-1,4,JFK,MCO,944,6,16,0,,0,0,0,0,0,0
2006,6,18,6,924,910,1221,1155,B6,41,N569JB,177,165,136,26,14,JFK,MCO,944,5,36,0,,0,3,0,12,0,11
2006,6,18,6,1950,1905,2238,2205,B6,43,N584JB,168,180,135,33,45,JFK,MCO,944,5,28,0,,0,18,0,0,0,15
2006,6,18,6,839,810,1133,1100,B6,45,N566JB,174,170,132,33,29,JFK,MCO,944,8,34,0,,0,21,0,4,0,8
2006,6,18,6,1049,1045,1329,1325,B6,59,N592JB,160,160,135,4,4,JFK,MCO,944,5,20,0,,0,0,0,0,0,0
2006,6,18,6,1346,1310,1634,1550,B6,69,N598JB,168,160,144,44,36,JFK,MCO,944,8,16,0,,0,0,0,8,0,36
2006,6,18,6,2215,2115,52,2359,B6,79,N607JB,157,164,135,53,60,JFK,MCO,944,5,17,0,,0,20,0,0,0,33
2006,6,18,6,1446,1445,1712,1705,B6,119,N509JB,206,200,124,7,1,JFK,MSY,1182,4,18,0,,0,0,0,0,0,0
2006,6,18,6,747,700,1013,920,B6,129,N507JB,206,200,122,53,47,JFK,MSY,1182,3,21,0,,0,0,0,6,0,47
2006,6,18,6,1050,925,NA,1250,B6,101,N605JB,NA,385,NA,NA,85,JFK,OAK,2576,0,21,0,,1,0,0,0,0,0
2006,6,18,6,1809,1800,NA,2140,B6,107,N623JB,NA,400,NA,NA,9,JFK,OAK,2576,0,31,0,,1,0,0,0,0,0
2006,6,18,6,1703,1655,NA,2020,B6,91,N570JB,NA,385,NA,NA,8,JFK,OAK,2576,0,18,0,,1,0,0,0,0,0
2006,6,18,6,810,645,NA,1010,B6,93,N586JB,NA,385,NA,NA,85,JFK,OAK,2576,0,32,0,,1,0,0,0,0,0
2006,6,18,6,2203,2050,400,25,B6,95,0,537,395,334,215,73,JFK,OAK,2576,7,16,0,,0,0,0,144,0,71
2006,6,18,6,2051,2030,NA,2330,B6,89,0,NA,360,NA,NA,21,JFK,ONT,2430,0,49,0,,1,0,0,0,0,0
2006,6,18,6,706,700,952,950,B6,141,N526JB,166,170,139,2,6,JFK,PBI,1028,4,23,0,,0,0,0,0,0,0
2006,6,18,6,1437,1435,1728,1725,B6,143,N625JB,171,170,146,3,2,JFK,PBI,1028,3,22,0,,0,0,0,0,0,0
2006,6,18,6,2109,1930,2345,2245,B6,35,N505JB,156,195,135,60,99,JFK,PBI,1028,5,16,0,,0,13,0,0,0,47
2006,6,18,6,831,810,1144,1105,B6,37,N536JB,193,175,167,39,21,JFK,PBI,1028,3,23,0,,0,21,0,18,0,0
2006,6,18,6,1334,1305,1626,1550,B6,51,N565JB,172,165,155,36,29,JFK,PBI,1028,4,13,0,,0,6,0,7,0,23
2006,6,18,6,1043,1045,1412,1335,B6,57,N521JB,209,170,165,37,-2,JFK,PBI,1028,7,37,0,,0,0,0,37,0,0
2006,6,18,6,538,540,816,830,B6,821,N543JB,158,170,136,-14,-2,JFK,PBI,1028,4,18,0,,0,0,0,0,0,0
2006,6,18,6,1027,920,1330,1215,B6,823,N589JB,183,175,167,75,67,JFK,PBI,1028,3,13,0,,0,3,0,8,0,64
2006,6,18,6,1528,1530,1819,1820,B6,825,N519JB,171,170,147,-1,-2,JFK,PBI,1028,6,18,0,,0,0,0,0,0,0
2006,6,18,6,1934,1925,NA,2255,B6,165,N561JB,NA,390,NA,NA,9,JFK,PDX,2454,0,33,0,,1,0,0,0,0,0
2006,6,18,6,1913,1855,2348,2240,B6,179,N548JB,395,345,235,68,18,JFK,PHX,2153,4,36,0,,0,18,0,50,0,0
2006,6,18,6,2350,2355,426,445,B6,739,N522JB,216,230,252,-19,-5,JFK,PSE,1617,4,20,0,,0,0,0,0,0,0
2006,6,18,6,928,925,1053,1040,B6,20,N583JB,85,75,61,13,3,JFK,ROC,264,3,21,0,,0,0,0,0,0,0
2006,6,18,6,1510,1505,1633,1625,B6,32,N584JB,83,80,56,8,5,JFK,ROC,264,3,24,0,,0,0,0,0,0,0
2006,6,18,6,2238,2010,2400,2130,B6,36,N568JB,82,80,57,150,148,JFK,ROC,264,6,19,0,,0,0,0,3,0,147
2006,6,18,6,1741,1725,1903,1845,B6,38,N607JB,82,80,61,18,16,JFK,ROC,264,3,18,0,,0,6,0,2,0,10
2006,6,18,6,1140,1020,1437,1325,B6,133,N562JB,177,185,152,72,80,JFK,RSW,1074,4,21,0,,0,72,0,0,0,0
2006,6,18,6,800,800,1109,1105,B6,135,N553JB,189,185,151,4,0,JFK,RSW,1074,5,33,0,,0,0,0,0,0,0
2006,6,18,6,1538,1535,1829,1845,B6,137,N588JB,171,190,152,-16,3,JFK,RSW,1074,3,16,0,,0,0,0,0,0,0
2006,6,18,6,1330,1310,1618,1610,B6,139,N583JB,168,180,154,8,20,JFK,RSW,1074,4,10,0,,0,0,0,0,0,0
2006,6,18,6,2141,2130,25,35,B6,837,N597JB,164,185,144,-10,11,JFK,RSW,1074,3,17,0,,0,0,0,0,0,0
2006,6,18,6,555,600,840,905,B6,839,N597JB,165,185,148,-25,-5,JFK,RSW,1074,4,13,0,,0,0,0,0,0,0
2006,6,18,6,1152,1200,1502,1500,B6,843,N547JB,190,180,152,2,-8,JFK,RSW,1074,4,34,0,,0,0,0,0,0,0
2006,6,18,6,1953,1910,2300,2225,B6,845,N553JB,187,195,157,35,43,JFK,RSW,1074,4,26,0,,0,31,0,0,0,4
2006,6,18,6,929,905,1253,1210,B6,847,N581JB,204,185,153,43,24,JFK,RSW,1074,3,48,0,,0,24,0,19,0,0
2006,6,18,6,836,800,NA,1110,B6,181,N523JB,NA,370,NA,NA,36,JFK,SAN,2446,0,25,0,,1,0,0,0,0,0
2006,6,18,6,2053,1920,NA,2245,B6,185,N547JB,NA,385,NA,NA,93,JFK,SAN,2446,0,30,0,,1,0,0,0,0,0
2006,6,18,6,1937,1915,2245,2235,B6,83,N536JB,368,380,160,10,22,JFK,SEA,2421,6,22,0,,0,0,0,0,0,0
2006,6,18,6,948,805,NA,1135,B6,169,N612JB,NA,390,NA,NA,103,JFK,SJC,2569,0,36,0,,1,0,0,0,0,0
2006,6,18,6,1754,1730,NA,2105,B6,173,N592JB,NA,395,NA,NA,24,JFK,SJC,2569,0,22,0,,1,0,0,0,0,0
2006,6,18,6,656,700,1132,1145,B6,701,N554JB,216,225,245,-13,-4,JFK,SJU,1597,4,27,0,,0,0,0,0,0,0
2006,6,18,6,1739,1640,2209,2125,B6,703,N554JB,210,225,244,44,59,JFK,SJU,1597,5,21,0,,0,6,0,0,0,38
2006,6,18,6,1039,1040,1529,1520,B6,705,N535JB,230,220,247,9,-1,JFK,SJU,1597,10,33,0,,0,0,0,0,0,0
2006,6,18,6,2148,2120,215,200,B6,707,N535JB,207,220,244,15,28,JFK,SJU,1597,7,16,0,,0,15,0,0,0,0
2006,6,18,6,2004,1955,37,40,B6,709,N633JB,213,225,244,-3,9,JFK,SJU,1597,7,22,0,,0,0,0,0,0,0
2006,6,18,6,909,850,1345,1335,B6,711,N633JB,216,225,240,10,19,JFK,SJU,1597,4,32,0,,0,0,0,0,0,0
2006,6,18,6,2058,2035,53,2345,B6,87,N583JB,355,310,199,68,23,JFK,SLC,1989,8,28,0,,0,6,0,45,0,17
2006,6,18,6,2333,2255,34,2359,B6,22,N523JB,61,64,43,35,38,JFK,SYR,209,4,14,0,,0,14,0,0,0,21
2006,6,18,6,946,950,1123,1055,B6,68,N598JB,97,65,57,28,-4,JFK,SYR,209,6,34,0,,0,0,0,28,0,0
2006,6,18,6,1622,1520,1737,1630,B6,72,N627JB,75,70,51,67,62,JFK,SYR,209,2,22,0,,0,0,0,5,0,62
2006,6,18,6,1719,1650,1957,1945,B6,21,N522JB,158,175,143,12,29,JFK,TPA,1005,3,12,0,,0,0,0,0,0,0
2006,6,18,6,814,820,1111,1115,B6,23,N584JB,177,175,145,-4,-6,JFK,TPA,1005,3,29,0,,0,0,0,0,0,0
2006,6,18,6,2016,1905,2308,2220,B6,29,N627JB,172,195,145,48,71,JFK,TPA,1005,4,23,0,,0,9,0,0,0,39
2006,6,18,6,1342,1335,1626,1625,B6,53,N552JB,164,170,146,1,7,JFK,TPA,1005,3,15,0,,0,0,0,0,0,0
2006,7,18,6,1048,1050,1351,1340,B6,65,N503JB,183,170,145,11,-2,JFK,TPA,1005,2,36,0,,0,0,0,0,0,0
2006,7,18,6,2135,2100,22,2355,B6,857,N593JB,167,175,145,27,35,JFK,TPA,1005,3,19,0,,0,27,0,0,0,0
2006,7,18,6,232,35,944,850,B6,484,N608JB,252,315,412,54,117,LAS,BOS,2381,5,15,0,,0,0,0,0,0,54
2006,7,18,6,1228,1035,1945,1825,B6,192,N579JB,257,290,408,80,113,LAS,JFK,2248,8,21,0,,0,0,0,0,0,80
2006,7,18,6,1733,1525,23,2315,B6,194,N595JB,230,290,393,68,128,LAS,JFK,2248,4,13,0,,0,0,0,0,0,68
2006,7,18,6,126,2310,822,700,B6,196,N544JB,236,290,397,82,136,LAS,JFK,2248,7,12,0,,0,0,0,0,0,82
2006,7,18,6,1646,1255,2347,2045,B6,198,N590JB,241,290,400,182,231,LAS,JFK,2248,7,14,0,,0,0,0,0,0,182
2006,7,18,6,1552,1355,1704,1500,B6,283,N550JB,72,65,46,124,117,LAS,LGB,231,4,22,0,,0,0,0,7,0,117
2006,7,18,6,2055,1750,2151,1855,B6,285,N517JB,56,65,43,176,185,LAS,LGB,231,2,11,0,,0,0,0,0,0,176
2006,7,18,6,2123,1945,2223,2050,B6,287,N580JB,60,65,45,93,98,LAS,LGB,231,4,11,0,,0,0,0,0,0,93
2006,7,18,6,559,600,840,900,B6,371,N625JB,161,180,138,-20,-1,LGA,FLL,1076,3,20,0,,0,0,0,0,0,0
2006,7,18,6,937,940,1255,1250,B6,375,N607JB,198,190,157,5,-3,LGA,FLL,1076,3,38,0,,0,0,0,0,0,0
2006,7,18,6,1324,1325,1620,1630,B6,377,N582JB,176,185,153,-10,-1,LGA,FLL,1076,6,17,0,,0,0,0,0,0,0
2006,7,18,6,1641,1615,1925,1925,B6,381,N603JB,164,190,144,0,26,LGA,FLL,1076,3,17,0,,0,0,0,0,0,0
2006,7,18,6,2222,2145,108,45,B6,383,N582JB,166,180,146,23,37,LGA,FLL,1076,5,15,0,,0,7,0,0,0,16
2006,7,18,6,721,725,1016,1025,B6,363,N587JB,175,180,152,-9,-4,LGA,PBI,1035,4,19,0,,0,0,0,0,0,0
2006,7,18,6,1444,1455,1747,1755,B6,365,N559JB,183,180,165,-8,-11,LGA,PBI,1035,4,14,0,,0,0,0,0,0,0
2006,7,18,6,2048,2100,2328,2359,B6,369,N565JB,160,179,139,-31,-12,LGA,PBI,1035,4,17,0,,0,0,0,0,0,0
2006,7,18,6,721,720,1457,1550,B6,482,N524JB,276,330,440,-53,1,LGB,BOS,2602,3,13,0,,0,0,0,0,0,0
2006,7,18,6,2119,2120,446,540,B6,488,N605JB,267,320,433,-54,-1,LGB,BOS,2602,3,11,0,,0,0,0,0,0,0
2006,7,18,6,2350,2120,720,500,B6,243,N524JB,270,280,430,140,150,LGB,FLL,2327,5,15,0,,0,6,0,0,0,134
2006,7,18,6,2345,2130,654,505,B6,255,N591JB,249,275,406,109,135,LGB,IAD,2277,7,16,0,,0,5,0,0,0,104
2006,7,18,6,822,800,1525,1545,B6,304,N504JB,243,285,406,-20,22,LGB,IAD,2277,7,10,0,,0,0,0,0,0,0
2006,7,18,6,1305,1055,2011,1840,B6,307,N563JB,246,285,410,91,130,LGB,IAD,2277,6,10,0,,0,0,0,3,0,88
2006,7,18,6,743,715,1507,1525,B6,202,N623JB,264,310,429,-18,28,LGB,JFK,2465,4,11,0,,0,0,0,0,0,0
2006,7,18,6,858,855,1628,1700,B6,204,N527JB,270,305,432,-32,3,LGB,JFK,2465,8,10,0,,0,0,0,0,0,0
2006,7,18,6,1124,1120,1856,1930,B6,206,N531JB,272,310,433,-34,4,LGB,JFK,2465,3,16,0,,0,0,0,0,0,0
2006,7,18,6,1758,1555,129,2359,B6,210,N550JB,271,304,422,90,123,LGB,JFK,2465,4,25,0,,0,0,0,0,0,90
2006,7,18,6,2115,1315,440,2125,B6,212,N585JB,265,310,416,435,480,LGB,JFK,2465,9,20,0,,0,0,0,0,0,435
2006,7,18,6,2259,2145,620,545,B6,216,N632JB,261,300,421,35,74,LGB,JFK,2465,10,10,0,,0,35,0,0,0,0
2006,7,18,6,1414,1210,1517,1315,B6,282,N550JB,63,65,40,122,124,LGB,LAS,231,7,16,0,,0,1,0,0,0,121
2006,7,18,6,1920,1605,2024,1710,B6,284,N517JB,64,65,42,194,195,LGB,LAS,231,9,13,0,,0,8,0,0,0,186
2006,7,18,6,1949,1800,2052,1905,B6,286,N580JB,63,65,44,107,109,LGB,LAS,231,9,10,0,,0,6,0,0,0,101
2006,7,18,6,651,650,801,810,B6,242,N571JB,70,80,53,-9,1,LGB,OAK,353,5,12,0,,0,0,0,0,0,0
2006,7,18,6,1124,940,1244,1100,B6,244,N632JB,80,80,64,104,104,LGB,OAK,353,4,12,0,,0,7,0,0,0,97
2006,7,18,6,2234,2020,2351,2145,B6,248,N615JB,77,85,54,126,134,LGB,OAK,353,13,10,0,,0,0,0,0,0,126
2006,7,18,6,1604,1555,1723,1715,B6,250,N632JB,79,80,54,8,9,LGB,OAK,353,8,17,0,,0,0,0,0,0,0
2006,7,18,6,1547,1345,1659,1505,B6,256,N580JB,72,80,56,114,122,LGB,OAK,353,5,11,0,,0,114,0,0,0,0
2006,7,18,6,57,1750,207,1910,B6,308,N520JB,70,80,51,417,427,LGB,OAK,353,5,14,0,,0,0,0,0,0,417
2006,7,18,6,2232,1935,105,2225,B6,92,N517JB,93,110,132,160,177,LGB,SLC,589,8,13,0,,0,0,0,0,0,160
2006,7,18,6,655,700,942,950,B6,1220,N629JB,167,170,149,-8,-5,MCO,BOS,1121,6,12,0,,0,0,0,0,0,0
2006,7,18,6,1139,1135,1430,1425,B6,1224,N613JB,171,170,147,5,4,MCO,BOS,1121,6,18,0,,0,0,0,0,0,0
2006,7,18,6,904,910,1146,1200,B6,432,N593JB,162,170,146,-14,-6,MCO,BOS,1121,5,11,0,,0,0,0,0,0,0
2006,7,18,6,1732,1730,2014,2020,B6,436,N526JB,162,170,148,-6,2,MCO,BOS,1121,4,10,0,,0,0,0,0,0,0
2006,7,18,6,1413,1400,1648,1650,B6,438,N608JB,155,170,138,-2,13,MCO,BOS,1121,4,13,0,,0,0,0,0,0,0
2006,7,18,6,755,800,1027,1030,B6,520,N618JB,152,150,130,-3,-5,MCO,EWR,938,5,17,0,,0,0,0,0,0,0
2006,7,18,6,1235,1145,1500,1420,B6,522,N566JB,145,155,129,40,50,MCO,EWR,938,6,10,0,,0,0,0,14,0,26
2006,7,18,6,1602,1515,1840,1755,B6,524,N618JB,158,160,132,45,47,MCO,EWR,938,8,18,0,,0,0,0,45,0,0
2006,7,18,6,1840,1845,2103,2120,B6,526,N587JB,143,155,122,-17,-5,MCO,EWR,938,9,12,0,,0,0,0,0,0,0
2006,7,18,6,2220,2155,39,25,B6,528,N618JB,139,150,121,14,25,MCO,EWR,938,6,12,0,,0,0,0,0,0,0
2006,7,18,6,1104,1025,1331,1245,B6,1052,N197JB,147,140,128,46,39,MCO,JFK,944,5,14,0,,0,19,0,7,0,20
2006,7,18,6,835,840,1058,1105,B6,150,N547JB,143,145,128,-7,-5,MCO,JFK,944,4,11,0,,0,0,0,0,0,0
2006,7,18,6,1400,1330,1633,1555,B6,152,N537JB,153,145,134,38,30,MCO,JFK,944,3,16,0,,0,0,0,21,0,17
2006,7,18,6,2035,2010,2258,2230,B6,154,N537JB,143,140,121,28,25,MCO,JFK,944,8,14,0,,0,0,0,3,0,25
2006,7,18,6,1804,1755,2022,2020,B6,42,N593JB,138,145,123,2,9,MCO,JFK,944,5,10,0,,0,0,0,0,0,0
2006,7,18,6,1417,1405,1659,1630,B6,44,N592JB,162,145,146,29,12,MCO,JFK,944,4,12,0,,0,8,0,17,0,4
2006,7,18,6,1721,1630,1944,1855,B6,46,N598JB,143,145,124,49,51,MCO,JFK,944,9,10,0,,0,0,0,7,0,42
2006,7,18,6,1305,1235,1535,1455,B6,48,N569JB,150,140,129,40,30,MCO,JFK,944,9,12,0,,0,30,0,10,0,0
2006,7,18,6,616,625,844,845,B6,52,N565JB,148,140,125,-1,-9,MCO,JFK,944,4,19,0,,0,0,0,0,0,0
2006,7,18,6,1136,1140,1405,1400,B6,56,N599JB,149,140,122,5,-4,MCO,JFK,944,7,20,0,,0,0,0,0,0,0
2006,7,18,6,725,735,944,955,B6,80,N589JB,139,140,126,-11,-10,MCO,JFK,944,5,8,0,,0,0,0,0,0,0
2006,7,18,6,1043,1000,1430,1340,B6,118,N507JB,167,160,211,50,43,MSY,JFK,1182,4,12,0,,0,0,0,7,0,43
2006,7,18,6,1744,1745,2125,2130,B6,120,N509JB,161,165,201,-5,-1,MSY,JFK,1182,5,15,0,,0,0,0,0,0,0
2006,7,18,6,1217,1005,2001,1840,B6,472,N621JB,284,335,444,81,132,OAK,BOS,2693,3,17,0,,0,0,0,0,0,81
2006,7,18,6,41,2235,827,710,B6,476,N615JB,286,335,447,77,126,OAK,BOS,2693,6,13,0,,0,0,0,0,0,77
2006,7,18,6,25,2345,820,805,B6,270,N569JB,295,320,459,15,40,OAK,FLL,2575,5,11,0,,0,0,0,0,0,15
2006,7,18,6,935,940,1655,1735,B6,312,N571JB,260,295,419,-40,-5,OAK,IAD,2408,8,13,0,,0,0,0,0,0,0
2006,7,18,6,104,2230,813,625,B6,318,N623JB,249,295,416,108,154,OAK,IAD,2408,3,10,0,,0,0,0,0,0,108
2006,7,18,6,920,835,1710,1655,B6,100,N544JB,290,320,453,15,45,OAK,JFK,2576,6,11,0,,0,15,0,0,0,0
2006,7,18,6,1644,1315,18,2135,B6,102,N510JB,274,320,435,163,209,OAK,JFK,2576,6,13,0,,0,0,0,0,0,163
2006,7,18,6,5,2115,802,525,B6,90,N570JB,297,310,441,157,170,OAK,JFK,2576,25,11,0,,0,0,0,0,0,157
2006,7,18,6,732,735,1518,1555,B6,94,N570JB,286,320,453,-37,-3,OAK,JFK,2576,4,9,0,,0,0,0,0,0,0
2006,7,18,6,1440,1130,2221,1950,B6,96,N586JB,281,320,440,151,190,OAK,JFK,2576,6,15,0,,0,9,0,0,0,142
2006,7,18,6,631,635,750,755,B6,241,N527JB,79,80,61,-5,-4,OAK,LGB,353,6,12,0,,0,0,0,0,0,0
2006,7,18,6,1325,1140,1445,1300,B6,245,N632JB,80,80,59,105,105,OAK,LGB,353,4,17,0,,0,1,0,0,0,104
2006,7,18,6,1717,1355,1831,1515,B6,247,N605JB,74,80,60,196,202,OAK,LGB,353,4,10,0,,0,19,0,0,0,177
2006,7,18,6,235,2020,346,2140,B6,249,N520JB,71,80,56,366,375,OAK,LGB,353,4,11,0,,0,0,0,0,0,366
2006,7,18,6,1754,1755,1911,1915,B6,253,N632JB,77,80,63,-4,-1,OAK,LGB,353,3,11,0,,0,0,0,0,0,0
2006,7,18,6,1749,1545,1903,1705,B6,317,N580JB,74,80,60,118,124,OAK,LGB,353,4,10,0,,0,10,0,0,0,108
2006,7,18,6,225,30,943,825,B6,88,N605JB,258,295,421,78,115,ONT,JFK,2430,7,10,0,,0,0,0,0,0,78
2006,7,18,6,1216,1210,1509,1520,B6,1202,N528JB,173,190,159,-11,6,PBI,BOS,1197,3,11,0,,0,0,0,0,0,0
2006,7,18,6,1448,1450,1740,1800,B6,1204,N558JB,172,190,156,-20,-2,PBI,BOS,1197,4,12,0,,0,0,0,0,0,0
2006,7,18,6,2015,2015,2308,2325,B6,1208,N528JB,173,190,158,-17,0,PBI,BOS,1197,3,12,0,,0,0,0,0,0,0
2006,8,18,6,1104,1105,1346,1350,B6,540,N587JB,162,165,141,-4,-1,PBI,EWR,1024,8,13,0,,0,0,0,0,0,0
2006,8,18,6,1518,1415,1813,1710,B6,544,N521JB,175,175,145,63,63,PBI,EWR,1024,12,18,0,,0,0,0,26,0,37
2006,8,18,6,1032,1030,1303,1300,B6,142,N526JB,151,150,136,3,2,PBI,JFK,1028,6,9,0,,0,0,0,0,0,0
2006,8,18,6,1815,1805,2048,2040,B6,144,N625JB,153,155,138,8,10,PBI,JFK,1028,5,10,0,,0,0,0,0,0,0
2006,8,18,6,728,730,1002,1000,B6,34,N592JB,154,150,141,2,-2,PBI,JFK,1028,3,10,0,,0,0,0,0,0,0
2006,8,18,6,2200,2120,29,2350,B6,70,N521JB,149,150,135,39,40,PBI,JFK,1028,6,8,0,,0,0,0,0,0,39
2006,8,18,6,1225,1145,1503,1415,B6,74,N536JB,158,150,139,48,40,PBI,JFK,1028,3,16,0,,0,4,0,8,0,36
2006,8,18,6,602,610,836,845,B6,818,N522JB,154,155,139,-9,-8,PBI,JFK,1028,3,12,0,,0,0,0,0,0,0
2006,8,18,6,908,910,1145,1145,B6,822,N543JB,157,155,139,0,-2,PBI,JFK,1028,3,15,0,,0,0,0,0,0,0
2006,8,18,6,1405,1255,1706,1530,B6,824,N589JB,181,155,161,96,70,PBI,JFK,1028,9,11,0,,0,0,0,26,0,70
2006,8,18,6,1902,1900,2143,2135,B6,826,N519JB,161,155,142,8,2,PBI,JFK,1028,8,11,0,,0,0,0,0,0,0
2006,8,18,6,1112,1115,1344,1400,B6,362,N559JB,152,165,136,-16,-3,PBI,LGA,1035,4,12,0,,0,0,0,0,0,0
2006,8,18,6,1708,1710,1947,2000,B6,364,N565JB,159,170,143,-13,-2,PBI,LGA,1035,5,11,0,,0,0,0,0,0,0
2006,8,18,6,1842,1845,2131,2135,B6,366,N559JB,169,170,144,-4,-3,PBI,LGA,1035,10,15,0,,0,0,0,0,0,0
2006,8,18,6,216,2355,1004,800,B6,166,N561JB,288,305,451,124,141,PDX,JFK,2454,7,10,0,,0,0,0,0,0,124
2006,8,18,6,34,2335,628,600,B6,180,N548JB,234,265,334,28,59,PHX,JFK,2153,10,10,0,,0,0,0,0,0,28
2006,8,18,6,612,610,941,910,B6,740,N542JB,269,240,182,31,2,PSE,JFK,1617,6,21,0,,0,0,0,31,0,0
2006,8,18,6,26,2205,133,2315,B6,125,N568JB,67,70,42,138,141,ROC,JFK,264,4,21,0,,0,0,0,0,0,138
2006,8,18,6,1135,1115,1238,1225,B6,27,N583JB,63,70,45,13,20,ROC,JFK,264,4,14,0,,0,0,0,0,0,0
2006,8,18,6,1948,1920,2112,2035,B6,33,N607JB,84,75,61,37,28,ROC,JFK,264,9,14,0,,0,10,0,9,0,18
2006,8,18,6,1724,1700,1846,1815,B6,43,N584JB,82,75,57,31,24,ROC,JFK,264,4,21,0,,0,16,0,7,0,8
2006,8,18,6,558,600,733,720,B6,45,N566JB,95,80,44,13,-2,ROC,JFK,264,22,29,0,,0,0,0,0,0,0
2006,8,18,6,2135,2040,26,2350,B6,1238,N193JB,171,190,156,36,55,RSW,BOS,1249,2,13,0,,0,0,0,0,0,36
2006,8,18,6,1301,1305,1618,1620,B6,462,N534JB,197,195,155,-2,-4,RSW,BOS,1249,26,16,0,,0,0,0,0,0,0
2006,8,18,6,935,945,1228,1255,B6,464,N597JB,173,190,158,-27,-10,RSW,BOS,1249,3,12,0,,0,0,0,0,0,0
